BatsmanName,BowlerName,0s,1s,2s,3s,4s,5s,6s,extras,wickets,total_balls
AR Patel,Mustafizur Rahman,1,3,0,0,0,0,0,0,0,4
AR Patel,NLTC Perera,1,0,0,0,0,0,0,0,1,1
AR Patel,NM Coulter-Nile,1,1,0,0,0,0,0,0,1,2
AR Patel,P Kumar,3,4,1,0,0,0,0,0,1,8
AR Patel,P Negi,0,4,0,0,0,0,0,0,0,4
AR Patel,PP Chawla,0,3,0,0,0,0,0,0,0,3
AR Patel,PV Tambe,2,5,1,0,1,0,0,0,0,9
AR Patel,R Ashwin,11,5,1,0,0,0,0,0,2,17
AR Patel,RA Jadeja,4,7,0,0,1,0,1,0,0,13
AR Patel,S Aravind,1,0,0,0,2,0,0,0,0,3
AR Patel,SK Raina,0,3,0,0,1,0,0,0,0,4
AR Patel,SL Malinga,1,0,0,0,0,0,0,0,1,1
AR Patel,SP Narine,3,5,0,0,0,0,0,0,3,8
AR Patel,SR Watson,3,4,0,0,0,0,0,0,1,7
AR Patel,STR Binny,2,3,0,0,0,0,0,0,1,5
AR Patel,Shakib Al Hasan,0,3,1,0,0,0,0,0,0,4
AR Patel,TA Boult,1,1,0,0,1,0,0,0,1,3
AR Patel,TG Southee,1,1,0,0,0,0,0,0,1,2
AR Patel,UT Yadav,1,3,1,0,0,0,0,0,1,5
AR Patel,VR Aaron,1,4,0,0,1,0,1,0,0,7
AR Patel,WD Parnell,3,1,0,0,3,0,0,0,0,7
AR Patel,YS Chahal,6,5,1,0,2,0,2,0,0,16
AR Patel,Z Khan,0,3,0,0,0,0,0,0,0,3
AS Rajpoot,KA Pollard,1,0,0,0,0,0,0,0,0,1
AS Rajpoot,MM Patel,4,0,1,0,0,0,0,0,0,5
AS Raut,A Kumble,1,2,0,0,0,0,0,0,0,3
AS Raut,A Mishra,3,1,1,1,0,0,0,0,1,6
AS Raut,AB Dinda,0,1,0,0,0,0,0,0,0,1
AS Raut,AM Nayar,2,2,0,0,0,0,0,0,0,4
AS Raut,Anureet Singh,4,3,1,0,1,0,2,0,0,11
AS Raut,BA Bhatt,1,1,0,0,0,0,0,0,1,2
AS Raut,CH Gayle,4,5,1,0,0,1,0,0,0,11
AS Raut,CK Langeveldt,1,1,0,0,0,0,0,0,0,2
AS Raut,DE Bollinger,3,2,0,0,1,0,0,0,0,6
AS Raut,DJ Bravo,1,2,0,0,0,0,1,0,0,4
AS Raut,DR Smith,0,1,0,0,1,0,0,0,0,2
AS Raut,DS Kulkarni,1,1,0,0,0,0,0,0,0,2
AS Raut,DW Steyn,2,2,0,0,0,0,0,0,0,4
AS Raut,FH Edwards,0,3,0,0,1,0,0,0,0,4
AS Raut,Harbhajan Singh,0,2,0,0,0,0,0,0,0,2
AS Raut,Harmeet Singh,3,0,0,0,0,0,0,0,1,3
AS Raut,IK Pathan,0,1,0,0,0,0,0,0,0,1
AS Raut,Iqbal Abdulla,5,2,0,0,0,0,0,0,1,7
AS Raut,JD Unadkat,2,1,0,0,0,0,0,0,1,3
AS Raut,JH Kallis,0,1,1,0,0,0,0,0,0,2
AS Raut,KA Pollard,0,1,0,0,0,0,0,0,0,1
AS Raut,L Balaji,1,1,1,0,1,0,0,0,0,4
AS Raut,MF Maharoof,3,3,1,0,0,0,0,0,0,7
AS Raut,PP Chawla,3,3,0,0,0,0,0,0,1,6
AS Raut,PP Ojha,0,5,0,0,1,0,0,0,0,6
AS Raut,Pankaj Singh,0,2,0,0,0,0,0,0,0,2
AS Raut,R Ashwin,0,1,1,0,0,0,0,0,1,2
AS Raut,R Bhatia,2,2,0,0,0,0,0,0,1,4
AS Raut,R McLaren,3,0,0,1,2,0,0,0,0,6
AS Raut,R Vinay Kumar,2,1,2,0,3,0,1,0,0,9
AS Raut,RG Sharma,1,1,0,0,0,0,0,0,1,2
AS Raut,RJ Harris,0,5,0,0,1,0,0,0,0,6
AS Raut,RP Singh,0,2,1,0,0,0,0,0,0,3
AS Raut,S Tyagi,1,1,0,0,0,0,0,0,0,2
AS Raut,SB Jakati,2,3,0,0,0,0,0,0,1,5
AS Raut,SK Raina,2,1,0,0,0,0,1,0,1,4
AS Raut,SL Malinga,4,2,0,0,0,0,1,0,0,7
AS Raut,Shoaib Ahmed,1,4,0,0,0,0,0,0,0,5
AS Raut,VRV Singh,1,0,0,0,0,0,0,0,0,1
AS Raut,Y Venugopal Rao,1,0,0,1,1,0,0,0,0,3
AS Raut,Z Khan,2,4,0,0,0,0,1,0,0,7
AS Yadav,A Kumble,0,2,0,0,0,0,0,0,0,2
AS Yadav,DJ Hussey,3,2,0,0,0,0,1,0,1,6
AS Yadav,DW Steyn,3,0,0,0,0,0,0,0,2,3
AS Yadav,JA Morkel,1,0,0,0,0,0,0,0,1,1
AS Yadav,MM Patel,0,2,0,0,1,0,0,0,0,3
AS Yadav,Mohammad Hafeez,1,3,0,0,0,0,0,0,0,4
AS Yadav,R Bhatia,1,2,1,0,2,0,0,0,0,6
AS Yadav,R Vinay Kumar,1,1,0,0,0,0,0,0,1,2
AS Yadav,SR Watson,3,1,1,0,2,0,0,0,1,7
AS Yadav,V Kohli,1,1,0,0,0,0,1,0,0,3
AS Yadav,VY Mahesh,1,0,0,0,0,0,0,0,1,1
AS Yadav,Z Khan,0,2,0,0,0,0,0,0,0,2
AT Rayudu,A Ashish Reddy,0,2,0,1,0,0,0,0,0,3
AT Rayudu,A Kumble,6,11,4,0,0,0,2,0,0,23
AT Rayudu,A Mishra,14,34,9,0,3,0,2,0,3,62
AT Rayudu,A Mithun,1,4,1,0,3,0,0,0,0,9
AT Rayudu,A Nehra,5,7,3,0,1,0,2,0,3,18
AT Rayudu,A Singh,3,4,0,0,1,0,0,0,0,8
AT Rayudu,A Symonds,0,4,0,0,0,0,1,0,0,5
AT Rayudu,A Uniyal,1,2,0,0,0,0,0,0,1,3
AT Rayudu,AA Chavan,0,3,1,0,0,0,0,0,0,4
AT Rayudu,AA Jhunjhunwala,2,1,1,0,3,0,1,0,0,8
AT Rayudu,AB Agarkar,6,12,1,0,2,0,1,0,1,22
AT Rayudu,AB Dinda,10,8,2,0,4,0,0,0,4,24
AT Rayudu,AB McDonald,0,2,1,0,1,0,0,0,0,4
AT Rayudu,AC Thomas,5,2,0,0,1,0,0,0,1,8
AT Rayudu,AD Mascarenhas,2,5,1,0,2,0,0,0,0,10
AT Rayudu,AD Mathews,1,5,0,0,2,0,0,0,0,8
AT Rayudu,AL Menaria,3,3,0,0,0,0,0,0,1,6
AT Rayudu,AR Patel,3,11,1,0,1,0,3,0,1,19
AT Rayudu,AUK Pathan,2,7,1,0,3,0,0,0,0,13
AT Rayudu,Anand Rajan,2,4,0,0,0,0,0,0,0,6
AT Rayudu,Ankit Sharma,4,5,1,0,1,0,0,0,0,11
AT Rayudu,Anureet Singh,3,1,0,0,1,0,0,0,0,5
AT Rayudu,Azhar Mahmood,0,2,0,0,1,0,0,0,0,3
AT Rayudu,B Kumar,13,11,3,0,3,0,0,0,2,30
AT Rayudu,B Laughlin,2,5,1,0,1,0,0,0,1,9
AT Rayudu,B Lee,9,3,3,0,2,1,0,0,0,18
AT Rayudu,BA Bhatt,3,7,1,0,3,0,0,0,0,14
AT Rayudu,BAW Mendis,0,2,0,0,0,0,0,0,0,2
AT Rayudu,BB Sran,2,2,1,0,1,0,0,0,1,6
AT Rayudu,BE Hendricks,1,1,3,0,0,0,0,0,0,5
AT Rayudu,BW Hilfenhaus,0,1,0,0,0,0,0,0,0,1
AT Rayudu,Bipul Sharma,11,12,1,0,1,0,1,0,1,26
AT Rayudu,CH Gayle,2,5,0,0,3,0,1,0,0,11
AT Rayudu,CH Morris,5,7,2,0,0,0,0,0,0,14
AT Rayudu,CJ Jordan,1,2,0,0,0,0,0,0,0,3
AT Rayudu,CL White,1,3,0,0,0,0,0,0,0,4
AT Rayudu,D Wiese,1,0,0,0,0,0,0,0,1,1
AT Rayudu,DE Bollinger,0,3,0,0,0,0,1,0,0,4
AT Rayudu,DJ Bravo,10,29,1,0,2,0,1,0,2,43
AT Rayudu,DJG Sammy,1,5,0,0,1,0,0,0,0,7
AT Rayudu,DL Vettori,5,4,0,0,0,0,0,0,1,9
AT Rayudu,DP Nannes,6,1,0,0,0,0,1,0,0,8
AT Rayudu,DR Smith,3,2,4,0,0,0,1,0,0,10
AT Rayudu,DS Kulkarni,0,1,0,0,1,0,0,0,0,2
AT Rayudu,DT Christian,5,9,1,0,0,0,0,0,0,15
AT Rayudu,DW Steyn,12,10,1,0,5,0,0,0,1,28
AT Rayudu,GB Hogg,4,3,2,0,0,0,1,0,0,10
AT Rayudu,GJ Maxwell,1,2,1,0,0,0,1,0,0,5
AT Rayudu,HV Patel,13,9,3,0,4,0,1,0,2,30
AT Rayudu,I Sharma,5,3,1,0,0,0,0,0,1,9
AT Rayudu,IC Pandey,10,2,0,0,2,0,2,0,0,16
AT Rayudu,IK Pathan,12,13,1,0,8,0,4,0,2,38
AT Rayudu,Imran Tahir,8,8,2,0,2,0,1,0,1,21
AT Rayudu,Iqbal Abdulla,2,4,0,0,0,0,1,0,1,7
AT Rayudu,J Syed Mohammad,2,3,2,0,1,0,0,0,0,8
AT Rayudu,J Theron,1,5,1,0,1,0,1,0,0,9
AT Rayudu,JA Morkel,14,11,1,0,6,0,0,0,0,32
AT Rayudu,JD Ryder,0,4,0,0,0,0,0,0,0,4
AT Rayudu,JD Unadkat,2,7,2,0,5,0,0,0,0,16
AT Rayudu,JE Taylor,1,1,1,0,2,0,0,0,0,5
AT Rayudu,JH Kallis,14,10,6,0,4,0,0,0,2,34
AT Rayudu,JP Duminy,8,3,2,0,0,0,0,0,0,13
AT Rayudu,JP Faulkner,4,11,2,0,0,0,1,0,2,18
AT Rayudu,JR Hopes,3,3,0,0,6,0,0,0,1,12
AT Rayudu,Jaskaran Singh,0,1,2,0,2,0,1,0,0,6
AT Rayudu,Joginder Sharma,4,3,0,0,1,0,0,0,0,8
AT Rayudu,KK Cooper,3,12,4,0,3,0,2,0,1,24
AT Rayudu,KP Appanna,0,2,0,0,1,0,0,0,0,3
AT Rayudu,KP Pietersen,1,7,0,0,1,0,0,0,0,9
AT Rayudu,KV Sharma,6,8,0,0,1,0,0,0,1,15
AT Rayudu,KW Richardson,2,3,0,0,1,0,0,0,0,6
AT Rayudu,L Ablish,1,1,0,0,2,0,0,0,0,4
AT Rayudu,L Balaji,3,6,2,0,3,0,2,0,0,16
AT Rayudu,M Ashwin,2,5,0,0,0,0,0,0,0,7
AT Rayudu,M Kartik,1,10,1,0,2,0,0,0,0,14
AT Rayudu,M Morkel,11,15,2,0,2,0,1,0,1,31
AT Rayudu,M Muralitharan,6,13,4,0,0,0,0,0,0,23
AT Rayudu,MA Starc,1,0,1,0,0,0,0,0,1,2
AT Rayudu,MC Henriques,12,14,0,0,3,0,1,0,1,30
AT Rayudu,MF Maharoof,1,1,0,0,0,0,0,0,1,2
AT Rayudu,MG Johnson,5,2,0,0,2,0,0,0,1,9
AT Rayudu,MK Tiwary,1,2,1,0,0,0,1,0,0,5
AT Rayudu,MM Sharma,11,21,0,0,2,0,3,0,5,37
AT Rayudu,MR Marsh,5,5,0,0,1,0,0,0,0,11
AT Rayudu,Mohammed Shami,4,1,0,0,3,0,0,0,0,8
AT Rayudu,Mustafizur Rahman,3,5,3,0,2,0,0,0,0,13
AT Rayudu,NLTC Perera,8,8,2,0,3,0,1,0,0,22
AT Rayudu,NM Coulter-Nile,4,3,0,0,3,0,0,0,0,10
AT Rayudu,P Awana,2,7,1,0,0,0,0,0,1,10
AT Rayudu,P Kumar,14,11,3,0,5,0,1,0,0,34
AT Rayudu,P Negi,3,1,0,0,1,0,1,0,0,6
AT Rayudu,P Sahu,1,5,0,0,1,0,0,0,0,7
AT Rayudu,PD Collingwood,2,6,0,0,0,0,0,0,0,8
AT Rayudu,PJ Sangwan,5,5,1,0,0,0,0,0,0,11
AT Rayudu,PP Chawla,5,12,3,0,3,0,2,0,3,25
AT Rayudu,PP Ojha,2,8,1,0,2,0,0,0,1,13
AT Rayudu,PV Tambe,3,3,1,0,0,0,1,0,0,8
AT Rayudu,Pankaj Singh,4,2,0,0,1,1,2,0,0,10
AT Rayudu,Parvez Rasool,1,2,0,0,0,0,0,0,0,3
AT Rayudu,R Ashwin,15,29,2,0,3,0,2,0,4,51
AT Rayudu,R Bhatia,3,8,0,0,2,0,0,0,0,13
AT Rayudu,R Dhawan,1,2,1,0,1,0,0,0,1,5
AT Rayudu,R Sharma,6,7,0,0,2,0,0,0,0,15
AT Rayudu,R Vinay Kumar,7,10,1,0,2,0,2,0,2,22
AT Rayudu,RA Jadeja,9,24,3,0,2,0,2,0,1,40
AT Rayudu,RE van der Merwe,0,2,0,0,0,0,0,0,0,2
AT Rayudu,RG Sharma,2,4,0,0,1,0,0,0,0,7
AT Rayudu,RJ Harris,6,4,1,0,3,0,0,0,0,14
AT Rayudu,RP Singh,0,6,0,0,0,0,0,0,0,6
AT Rayudu,RR Powar,2,1,0,0,1,0,1,0,0,5
AT Rayudu,RS Bopara,1,2,0,0,0,0,0,0,0,3
AT Rayudu,RV Gomez,2,2,0,0,0,0,2,0,0,6
AT Rayudu,S Aravind,9,6,1,0,1,0,1,0,0,18
AT Rayudu,S Badree,1,3,0,0,1,0,0,0,0,5
AT Rayudu,S Ladda,0,2,0,0,1,0,1,0,0,4
AT Rayudu,S Nadeem,11,21,1,0,1,0,4,0,3,38
AT Rayudu,S Randiv,1,1,0,0,0,0,0,0,1,2
AT Rayudu,SB Jakati,0,7,0,0,0,0,0,0,0,7
AT Rayudu,SB Wagh,2,5,2,0,0,0,0,0,0,9
AT Rayudu,SE Bond,1,1,0,0,0,0,0,0,0,2
AT Rayudu,SJ Srivastava,4,2,0,0,1,0,0,0,2,7
AT Rayudu,SK Raina,2,2,1,0,1,0,1,0,1,7
AT Rayudu,SK Trivedi,4,11,2,0,1,0,1,0,0,19
AT Rayudu,SK Warne,0,9,0,0,1,0,0,0,0,10
AT Rayudu,SM Boland,0,2,1,0,1,0,0,0,0,4
AT Rayudu,SMSM Senanayake,0,2,0,0,0,0,0,0,0,2
AT Rayudu,SP Narine,7,4,2,0,1,0,0,0,1,14
AT Rayudu,SR Watson,18,11,3,0,6,0,0,0,4,38
AT Rayudu,STR Binny,5,5,0,0,1,0,1,0,1,12
AT Rayudu,Sandeep Sharma,8,4,0,0,1,0,0,0,2,13
AT Rayudu,Sandeep Sharma (1),0,3,0,0,2,0,0,0,0,5
AT Rayudu,Shakib Al Hasan,12,8,2,0,3,0,1,0,3,26
AT Rayudu,Shivam Sharma,0,4,0,0,0,0,0,0,0,4
AT Rayudu,TA Boult,0,2,0,0,0,0,0,0,0,2
AT Rayudu,TG Southee,1,1,0,0,2,0,1,0,0,5
AT Rayudu,TM Dilshan,0,1,1,0,0,0,0,0,0,2
AT Rayudu,UT Yadav,4,11,0,0,3,0,0,0,0,18
AT Rayudu,V Kohli,1,5,0,0,0,0,0,0,0,6
AT Rayudu,VR Aaron,4,15,0,0,1,0,1,0,1,21
AT Rayudu,WD Parnell,5,4,2,0,2,0,0,0,0,13
AT Rayudu,YK Pathan,2,3,2,0,1,0,1,0,0,9
AT Rayudu,YS Chahal,9,17,2,0,1,0,1,0,0,30
AT Rayudu,Yuvraj Singh,10,17,0,0,0,0,1,0,1,28
AT Rayudu,Z Khan,4,15,1,0,4,0,2,0,0,26
AUK Pathan,A Mishra,2,0,2,0,0,0,0,0,1,4
AUK Pathan,Azhar Mahmood,1,3,0,0,0,0,0,0,0,4
AUK Pathan,JA Morkel,1,0,0,0,2,0,1,0,0,4
AUK Pathan,PC Valthaty,2,1,0,0,0,0,1,0,1,4
AUK Pathan,R Vinay Kumar,1,1,0,0,3,0,0,0,0,5
AUK Pathan,RJ Harris,1,0,0,0,0,0,0,0,1,1
AUK Pathan,SL Malinga,2,0,0,0,0,0,0,0,1,2
AUK Pathan,TG Southee,1,1,0,0,0,0,0,0,1,2
Abdur Razzak,Sohail Tanvir,2,0,0,0,0,0,0,0,0,2
Anirudh Singh,A Kumble,3,3,0,0,0,0,0,0,0,6
Anirudh Singh,AD Mathews,2,1,0,0,0,0,0,0,0,3
Anirudh Singh,B Akhil,0,1,0,0,0,0,0,0,0,1
Anirudh Singh,Bipul Sharma,1,0,0,0,0,0,0,0,1,1
Anirudh Singh,DW Steyn,9,3,0,0,2,0,0,0,0,14
Anirudh Singh,I Sharma,0,1,0,0,0,0,0,0,0,1
Anirudh Singh,JH Kallis,1,0,0,0,0,0,0,0,1,1
Anirudh Singh,KP Pietersen,1,1,0,0,1,0,0,0,0,3
Anirudh Singh,LR Shukla,4,2,3,0,1,0,0,0,1,10
Anirudh Singh,ND Doshi,3,4,1,0,0,0,1,0,0,9
Anirudh Singh,P Kumar,1,5,1,0,1,0,0,0,0,8
Anirudh Singh,SK Trivedi,2,3,0,0,0,0,0,0,0,5
Anirudh Singh,SK Warne,4,2,0,0,1,0,0,0,1,7
Ankit Sharma,D Wiese,0,1,0,0,1,0,0,0,0,2
Ankit Sharma,DE Bollinger,1,0,0,0,0,0,0,0,1,1
Ankit Sharma,DJ Bravo,1,0,0,0,0,0,0,0,1,1
Ankit Sharma,F du Plessis,0,2,0,0,0,0,2,0,0,4
Ankit Sharma,IC Pandey,0,1,0,0,0,0,0,0,0,1
Ankit Sharma,KA Pollard,1,1,0,0,0,0,0,0,1,2
Ankit Sharma,KW Richardson,0,1,1,0,0,0,0,0,0,2
Ankit Sharma,L Balaji,1,1,0,0,0,0,0,0,1,2
Ankit Sharma,M Morkel,0,1,0,0,0,0,0,0,0,1
Ankit Sharma,MA Starc,1,0,0,0,0,0,0,0,0,1
Ankit Sharma,MM Sharma,4,0,0,0,2,0,0,0,0,6
Ankit Sharma,R Ashwin,2,2,1,0,2,0,1,0,1,8
Ankit Sharma,RA Jadeja,2,1,0,0,0,0,0,0,0,3
Ankit Sharma,S Badree,9,3,0,0,0,0,0,0,0,12
Ankit Sharma,S Gopal,1,1,2,0,0,0,0,0,1,4
Ankit Sharma,SR Watson,1,0,0,0,0,0,0,0,0,1
Ankit Sharma,YS Chahal,0,2,0,0,0,0,0,0,0,2
Anureet Singh,A Nehra,4,1,0,0,0,0,0,0,0,5
Anureet Singh,B Kumar,1,0,0,0,0,0,0,0,0,1
Anureet Singh,CH Morris,2,0,0,0,0,0,0,0,0,2
Anureet Singh,DJ Bravo,2,6,0,0,0,0,0,0,0,8
Anureet Singh,Imran Tahir,0,2,0,0,0,0,1,0,0,3
Anureet Singh,JP Faulkner,0,1,0,0,0,0,0,0,0,1
Anureet Singh,M Morkel,0,1,0,0,0,0,0,0,0,1
Anureet Singh,MA Starc,2,0,0,0,0,0,0,0,1,2
Anureet Singh,MM Sharma,3,1,0,0,0,0,0,0,1,4
Anureet Singh,P Kumar,1,0,0,0,0,0,0,0,1,1
Anureet Singh,R Ashwin,0,2,0,0,0,0,0,0,0,2
Anureet Singh,RA Jadeja,0,1,0,0,0,0,0,0,0,1
Azhar Mahmood,A Ashish Reddy,1,2,1,0,2,0,0,0,0,6
Azhar Mahmood,A Mishra,2,2,0,0,1,0,0,0,2,5
Azhar Mahmood,A Nehra,1,0,0,0,1,0,0,0,1,2
Azhar Mahmood,AA Chavan,1,2,1,0,0,0,0,0,0,4
Azhar Mahmood,AB McDonald,2,0,0,0,0,0,0,0,0,2
Azhar Mahmood,AD Russell,3,4,1,0,3,0,0,0,0,11
Azhar Mahmood,B Kumar,2,1,0,0,0,0,0,0,0,3
Azhar Mahmood,BAW Mendis,1,0,0,0,0,0,0,0,1,1
Azhar Mahmood,BW Hilfenhaus,2,1,0,0,1,0,0,0,0,4
Azhar Mahmood,CH Morris,1,1,1,0,0,0,0,0,1,3
Azhar Mahmood,DJ Bravo,2,6,0,0,0,0,0,0,1,8
Azhar Mahmood,DL Vettori,0,4,0,0,0,0,0,0,1,4
Azhar Mahmood,DT Christian,0,4,0,0,0,0,0,0,0,4
Azhar Mahmood,DW Steyn,0,1,1,0,0,0,0,0,0,2
Azhar Mahmood,GJ Maxwell,0,1,0,0,1,0,2,0,0,4
Azhar Mahmood,HV Patel,1,1,0,0,1,0,1,0,0,4
Azhar Mahmood,Harbhajan Singh,6,10,0,0,2,0,1,0,1,19
Azhar Mahmood,I Sharma,2,0,0,0,0,0,0,0,0,2
Azhar Mahmood,IK Pathan,9,8,1,0,1,0,0,0,0,19
Azhar Mahmood,J Botha,3,3,0,0,0,0,0,0,0,6
Azhar Mahmood,J Theron,1,1,0,0,0,0,0,0,1,2
Azhar Mahmood,JA Morkel,2,0,0,0,1,0,0,0,0,3
Azhar Mahmood,JD Unadkat,2,3,2,0,2,0,0,0,1,9
Azhar Mahmood,JH Kallis,1,1,0,0,0,0,0,0,0,2
Azhar Mahmood,JP Faulkner,2,3,1,0,1,0,0,0,1,7
Azhar Mahmood,KA Pollard,2,3,1,0,0,0,0,0,0,6
Azhar Mahmood,KK Cooper,3,1,0,0,1,0,0,0,1,5
Azhar Mahmood,M Morkel,1,0,0,0,0,0,0,0,1,1
Azhar Mahmood,M Muralitharan,2,7,0,0,2,0,1,0,0,12
Azhar Mahmood,MC Henriques,2,1,0,0,3,0,0,0,0,6
Azhar Mahmood,MM Patel,0,1,1,0,0,0,0,0,0,2
Azhar Mahmood,MS Gony,1,3,1,0,1,0,0,0,0,6
Azhar Mahmood,NM Coulter-Nile,0,2,0,0,2,0,0,0,0,4
Azhar Mahmood,P Negi,0,2,0,0,0,0,0,0,0,2
Azhar Mahmood,PP Ojha,2,3,0,0,2,0,1,0,1,8
Azhar Mahmood,R Ashwin,1,3,1,0,0,0,0,0,0,5
Azhar Mahmood,R Dhawan,4,4,3,0,0,0,0,0,0,11
Azhar Mahmood,R Vinay Kumar,1,9,1,0,3,0,1,0,0,15
Azhar Mahmood,RA Jadeja,1,1,0,0,0,0,2,0,0,4
Azhar Mahmood,RG Sharma,1,0,0,0,0,0,0,0,0,1
Azhar Mahmood,S Kaul,0,2,0,0,0,0,0,0,0,2
Azhar Mahmood,SK Trivedi,5,6,1,0,2,0,1,0,0,15
Azhar Mahmood,SL Malinga,5,3,0,0,3,0,1,0,1,12
Azhar Mahmood,SP Narine,5,1,0,0,0,0,0,0,2,6
Azhar Mahmood,SR Watson,3,1,0,0,1,0,0,0,0,5
Azhar Mahmood,STR Binny,3,3,0,0,1,0,0,0,1,7
Azhar Mahmood,SW Tait,2,2,0,0,0,0,0,0,0,4
Azhar Mahmood,TP Sudhindra,0,2,1,0,1,0,1,0,0,5
Azhar Mahmood,UT Yadav,7,2,1,0,1,0,0,0,1,11
Azhar Mahmood,V Pratap Singh,0,1,0,0,0,0,0,0,0,1
Azhar Mahmood,VR Aaron,6,4,0,0,0,0,1,0,0,11
Azhar Mahmood,Z Khan,3,5,0,0,0,0,0,0,0,8
B Akhil,A Nehra,2,4,0,0,1,0,1,0,1,8
B Akhil,AB Agarkar,2,0,0,0,0,0,0,0,1,2
B Akhil,DR Smith,1,0,0,0,0,0,0,0,1,1
B Akhil,DS Kulkarni,2,2,0,0,0,0,0,0,0,4
B Akhil,Harbhajan Singh,1,0,1,0,0,0,0,0,0,2
B Akhil,JA Morkel,0,1,0,0,0,0,0,0,0,1
B Akhil,JDP Oram,1,1,0,0,0,0,0,0,2,2
B Akhil,Joginder Sharma,0,2,0,0,0,0,0,0,0,2
B Akhil,L Balaji,3,1,0,0,0,0,0,0,0,4
B Akhil,LPC Silva,0,1,0,0,0,0,3,0,0,4
B Akhil,M Morkel,2,2,0,0,0,0,0,0,1,4
B Akhil,M Ntini,1,1,0,0,1,0,0,0,0,3
B Akhil,MF Maharoof,0,2,0,0,0,0,0,0,0,2
B Akhil,PJ Sangwan,0,1,0,0,0,0,0,0,0,1
B Akhil,SK Warne,3,1,0,0,0,0,0,0,1,4
B Akhil,UT Yadav,1,1,2,0,0,0,1,0,0,5
B Akhil,WPUJC Vaas,1,0,0,0,2,0,0,0,0,3
B Akhil,YK Pathan,2,0,2,0,1,0,0,0,0,5
B Chipli,AB Agarkar,3,0,0,0,2,0,1,0,1,6
B Chipli,AB Dinda,5,1,0,1,1,0,0,0,0,8
B Chipli,AG Murtaza,2,2,0,0,0,0,0,0,1,4
B Chipli,B Kumar,0,2,0,0,0,0,0,0,0,2
B Chipli,B Lee,1,1,0,0,2,0,0,0,0,4
B Chipli,DL Vettori,2,2,1,0,0,0,0,0,0,5
B Chipli,DP Vijaykumar,2,1,0,0,0,0,0,0,0,3
B Chipli,DS Kulkarni,1,0,0,0,0,0,0,0,1,1
B Chipli,GD McGrath,8,1,0,0,0,0,0,0,1,9
B Chipli,Harbhajan Singh,3,2,0,0,0,0,0,0,0,5
B Chipli,IK Pathan,1,1,0,0,1,0,0,0,0,3
B Chipli,Iqbal Abdulla,2,3,0,0,1,0,0,0,0,6
B Chipli,JA Morkel,1,0,1,0,0,0,0,0,1,2
B Chipli,JD Unadkat,2,2,0,0,1,0,0,0,0,5
B Chipli,JDP Oram,2,4,0,0,0,0,0,0,0,6
B Chipli,JEC Franklin,2,1,0,0,0,0,0,0,1,3
B Chipli,JH Kallis,0,3,0,0,0,0,0,0,0,3
B Chipli,JJ van der Wath,2,2,0,0,0,0,0,0,0,4
B Chipli,JR Hopes,0,1,0,0,0,0,0,0,0,1
B Chipli,KA Pollard,3,4,0,0,1,0,0,0,1,8
B Chipli,L Balaji,2,1,0,0,0,0,0,0,1,3
B Chipli,M Morkel,0,3,0,0,0,0,0,0,0,3
B Chipli,MM Patel,4,2,0,0,0,0,0,0,1,6
B Chipli,MR Marsh,2,2,0,0,2,0,0,0,0,6
B Chipli,MS Gony,4,1,0,0,1,0,0,0,1,6
B Chipli,P Kumar,2,1,0,0,0,0,0,0,0,3
B Chipli,PC Valthaty,3,1,0,0,1,0,0,0,1,5
B Chipli,PJ Sangwan,0,2,0,0,0,0,0,0,0,2
B Chipli,PP Chawla,0,2,1,0,1,0,0,0,0,4
B Chipli,R Bhatia,2,8,0,0,3,0,0,0,1,13
B Chipli,R Ninan,1,4,0,0,0,0,2,0,0,7
B Chipli,R Sathish,2,1,0,0,1,0,0,0,0,4
B Chipli,R Sharma,0,2,0,0,0,0,0,0,0,2
B Chipli,R Vinay Kumar,1,0,0,0,0,0,0,0,1,1
B Chipli,RA Jadeja,4,1,0,0,0,0,1,0,1,6
B Chipli,RN ten Doeschate,0,4,0,0,0,0,0,0,0,4
B Chipli,RP Singh,7,2,0,1,2,0,0,0,1,12
B Chipli,S Aravind,0,3,0,0,1,0,0,0,0,4
B Chipli,S Nadeem,4,1,1,0,0,0,0,0,0,6
B Chipli,S Randiv,1,2,1,2,0,0,0,0,0,6
B Chipli,S Sreesanth,1,0,0,0,0,0,0,0,0,1
B Chipli,SB Jakati,2,8,0,0,0,0,0,0,0,10
B Chipli,SK Trivedi,5,1,0,0,1,0,0,0,1,7
B Chipli,SK Warne,1,1,0,0,0,0,0,0,0,2
B Chipli,SL Malinga,1,1,0,0,0,0,0,0,0,2
B Chipli,TM Dilshan,1,4,0,0,0,0,1,0,0,6
B Chipli,UT Yadav,0,1,0,0,0,0,0,0,0,1
B Chipli,WD Parnell,2,5,1,0,2,0,1,0,0,11
B Chipli,YK Pathan,5,3,0,0,1,0,1,0,0,10
B Chipli,Yuvraj Singh,2,4,0,0,0,0,0,0,0,6
B Chipli,Z Khan,0,4,1,0,4,0,0,0,0,9
B Kumar,A Mishra,1,0,0,0,0,0,0,0,1,1
B Kumar,A Zampa,1,1,0,0,0,0,0,0,1,2
B Kumar,AB Dinda,1,2,0,0,1,0,1,0,0,5
B Kumar,AD Russell,1,1,0,0,0,0,0,0,0,2
B Kumar,AN Ahmed,1,0,1,0,0,0,0,0,1,2
